c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,nombre_cientifico,ciclo_de_cultivo
25,CUNDINAMARCA,25799,TENJO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015B,1,1,26,20.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015B,1,1,24,24.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015B,1,1,8,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
63,QUINDIO,63272,FILANDIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015B,1,1,8,16.8,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76001,CALI,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015B,2,2,5,2.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
5,ANTIOQUIA,5440,MARINILLA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016A,11,11,297,27.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15879,VIRACACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016A,2,2,8,4.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19807,TIMBIO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016A,16,14,308,22.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19364,JAMBALO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016A,2,1,1,0.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25175,CHIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016A,20,20,500,25.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016A,10,7,141,20.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016A,9,8,88,11.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25799,TENJO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016A,1,1,18,18.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016A,1,1,8,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76001,CALI,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016A,3,3,12,4.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76890,YOTOCO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016A,1,1,0,0.6,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
5,ANTIOQUIA,5440,MARINILLA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016B,11,11,297,27.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15879,VIRACACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016B,2,2,8,4.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19807,TIMBIO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016B,17,17,374,22.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19364,JAMBALO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016B,1,1,1,0.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25175,CHIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016B,20,9,225,25.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016B,16,15,300,20.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016B,12,8,88,11.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25799,TENJO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016B,1,1,18,18.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016B,1,1,8,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76001,CALI,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016B,2,2,8,4.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76890,YOTOCO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2016,2016B,1,1,0,0.6,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
5,ANTIOQUIA,5440,MARINILLA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,9,9,243,27.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15879,VIRACACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,2,2,8,4.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15759,SOGAMOSO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,1,1,6,6.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
18,CAQUETA,18205,CURILLO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,2,1,3,3.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19807,TIMBIO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,12,9,36,4.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19364,JAMBALO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,2,2,1,0.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25175,CHIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,22,22,550,25.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,12,9,99,11.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,9,9,172,20.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25126,CAJICA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,4,3,54,18.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25799,TENJO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,1,1,18,18.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
52,NARIÑO,52838,TUQUERRES,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,3,2,3,1.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,1,1,8,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76001,CALI,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,3,3,12,4.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76890,YOTOCO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017A,1,1,1,0.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
5,ANTIOQUIA,5440,MARINILLA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017B,15,15,422,28.1,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15879,VIRACACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017B,2,2,8,4.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15759,SOGAMOSO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017B,1,1,3,6.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19807,TIMBIO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017B,14,13,56,4.3,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19364,JAMBALO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017B,2,2,1,0.7,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25175,CHIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017B,20,20,500,25.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017B,12,8,88,11.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017B,6,6,118,20.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25126,CAJICA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017B,4,3,54,18.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25799,TENJO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017B,1,1,18,18.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
52,NARIÑO,52838,TUQUERRES,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017B,3,3,5,1.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017B,1,1,16,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76001,CALI,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017B,2,2,8,4.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76890,YOTOCO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2017,2017B,1,1,0,0.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
5,ANTIOQUIA,5440,MARINILLA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,10,10,277,27.68,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15879,VIRACACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,2,2,8,4.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15759,SOGAMOSO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,1,1,6,6.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
18,CAQUETA,18205,CURILLO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,3,3,9,3.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19807,TIMBIO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,10,10,43,4.3,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19364,JAMBALO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,3,3,2,0.7,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,15,15,300,20.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,12,12,132,11.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25175,CHIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,5,5,125,25.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25126,CAJICA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,4,4,72,18.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25799,TENJO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,1,1,18,18.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
52,NARIÑO,52838,TUQUERRES,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,8,8,12,1.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,1,1,16,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76001,CALI,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,5,5,20,4.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76890,YOTOCO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2018,2018A,1,1,1,0.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
91,AMAZONAS,91540,PUERTO NARIÑO,"PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES",PLANTAS MEDICINALES,ACHICORIA,ACHICORIA,2007,2007B,4,4,4,1.0,HOJA FRESCA,CICHORIUM INTYBUS,TRANSITORIO
91,AMAZONAS,91001,LETICIA,"PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES",PLANTAS MEDICINALES,ACHICORIA,ACHICORIA,2007,2007B,2,2,2,1.0,HOJA FRESCA,CICHORIUM INTYBUS,TRANSITORIO
91,AMAZONAS,91540,PUERTO NARIÑO,"PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES",PLANTAS MEDICINALES,ACHICORIA,ACHICORIA,2008,2008A,6,6,6,1.0,HOJA FRESCA,CICHORIUM INTYBUS,TRANSITORIO
91,AMAZONAS,91001,LETICIA,"PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES",PLANTAS MEDICINALES,ACHICORIA,ACHICORIA,2008,2008A,3,3,3,1.0,HOJA FRESCA,CICHORIUM INTYBUS,TRANSITORIO
91,AMAZONAS,91540,PUERTO NARIÑO,"PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES",PLANTAS MEDICINALES,ACHICORIA,ACHICORIA,2008,2008B,6,6,6,1.0,HOJA FRESCA,CICHORIUM INTYBUS,TRANSITORIO
91,AMAZONAS,91001,LETICIA,"PLANTAS AROMATICAS, CONDIMENTARIAS Y MEDICINALES",PLANTAS MEDICINALES,ACHICORIA,ACHICORIA,2008,2008B,3,3,3,1.0,HOJA FRESCA,CICHORIUM INTYBUS,TRANSITORIO
27,CHOCO,27250,LITORAL DEL SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2007,2007,170,170,2380,14.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27077,BAJO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2007,2007,138,138,1173,8.5,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27430,MEDIO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2007,2007,130,130,858,6.6,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27150,CARMEN DEL DARIEN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2007,2007,44,44,299,6.8,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27372,JURADO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2007,2007,20,20,156,7.8,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27745,SIPI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2007,2007,10,10,65,6.5,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27050,ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2007,2007,7,7,46,6.5,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27425,MEDIO ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2007,2007,6,6,39,6.5,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27250,LITORAL DEL SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2008,2008,220,220,3080,14.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27001,QUIBDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2008,2008,57,57,285,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27150,CARMEN DEL DARIEN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2008,2008,44,44,299,6.8,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27372,JURADO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2008,2008,18,18,140,7.78,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27810,UNION PANAMERICANA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2008,2008,17,17,85,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27787,TADO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2008,2008,13,13,78,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27745,SIPI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2008,2008,10,10,65,6.5,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27425,MEDIO ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2008,2008,5,5,28,5.6,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27050,ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2008,2008,4,4,26,6.5,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27250,LITORAL DEL SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2009,2009,280,280,3640,13.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27745,SIPI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2009,2009,246,246,1599,6.5,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27001,QUIBDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2009,2009,60,60,300,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27580,RIO IRO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2009,2009,60,60,300,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27077,BAJO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2009,2009,30,30,300,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27150,CARMEN DEL DARIEN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2009,2009,20,18,122,6.8,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27810,UNION PANAMERICANA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2009,2009,20,20,100,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27787,TADO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2009,2009,19,19,95,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27450,MEDIO SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2009,2009,10,10,40,4.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27425,MEDIO ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2009,2009,8,8,44,5.5,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27160,CERTEGUI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2009,2009,7,7,35,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27050,ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2009,2009,6,5,30,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27135,EL CANTON DEL SAN PABLO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2009,2009,3,3,15,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27250,LITORAL DEL SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,500,0,0,,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27745,SIPI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,220,23,146,6.5,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27001,QUIBDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,85,63,315,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27150,CARMEN DEL DARIEN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,70,0,0,,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27810,UNION PANAMERICANA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,40,30,150,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27600,RIO QUITO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,36,36,72,2.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27077,BAJO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,35,35,350,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27787,TADO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,25,8,32,4.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27580,RIO IRO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,23,23,115,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27450,MEDIO SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,20,5,20,4.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27425,MEDIO ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,15,3,15,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27160,CERTEGUI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,9,9,45,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27050,ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,9,7,42,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27430,MEDIO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,5,0,0,,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27135,EL CANTON DEL SAN PABLO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2010,2010,3,0,0,,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
5,ANTIOQUIA,5475,MURINDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,6,6,209,37.4,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27250,LITORAL DEL SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,600,600,6000,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27001,QUIBDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,70,70,350,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27150,CARMEN DEL DARIEN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,55,50,335,6.7,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27077,BAJO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,40,40,400,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27745,SIPI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,30,30,180,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27787,TADO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,30,30,120,4.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27810,UNION PANAMERICANA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,30,30,150,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27450,MEDIO SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,20,20,80,4.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27600,RIO QUITO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,20,20,40,2.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27580,RIO IRO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,15,15,75,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27425,MEDIO ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,12,12,72,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27050,ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,9,6,38,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27160,CERTEGUI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,5,5,25,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
